Company_ID,Quarter,Revenue,Net_Profit,Debt_to_Equity,Current_Ratio,EPS,Stock_Volatility,Market_Cap,Credit_Score,Credit_Risk_Score,Stock_Trend
C036,Q4,2238.43,720.99,3.75,2.35,-1.32,53.24,112.89,536,High,Up
C466,Q3,1705.29,22.84,2.58,3.0,-1.41,7.57,176.62,457,High,Up
C497,Q4,2003.13,1102.47,3.27,1.6,-0.81,21.7,364.41,773,Low,Up
C487,Q4,2673.21,1385.15,2.56,0.73,-3.86,29.38,305.7,804,Low,Stable
C096,Q3,848.77,1410.42,2.51,4.73,17.55,14.47,41.05,573,High,Down
C152,Q4,2881.38,427.33,0.94,1.34,8.52,45.15,319.05,416,High,Up
C151,Q3,4036.89,30.38,1.47,1.39,12.5,15.15,238.8,835,Low,Up
C190,Q1,3812.8,681.28,0.88,2.63,15.7,24.07,467.32,359,High,Down
C224,Q2,811.8,-8.56,1.06,2.71,14.79,41.48,145.01,700,Low,Up
C037,Q2,788.78,1387.78,4.87,0.58,17.07,31.51,363.22,479,High,Stable
C268,Q4,1377.46,112.09,0.85,1.17,19.18,45.62,365.56,531,High,Up
C369,Q4,1837.32,229.7,1.42,2.2,5.98,57.87,111.14,775,Low,Stable
C183,Q4,2071.86,491.28,2.99,3.58,18.76,11.41,451.66,544,High,Down
C013,Q2,3414.5,451.38,3.09,1.53,13.08,44.03,245.85,512,High,Stable
C279,Q1,330.57,1150.93,0.85,2.4,-3.23,17.67,339.6,758,Low,Up
C217,Q1,221.63,575.74,3.99,3.01,12.04,27.8,73.35,427,High,Up
C355,Q2,1989.96,90.31,3.95,4.5,12.17,6.81,129.27,516,High,Down
C361,Q1,3500.96,254.26,1.26,1.97,17.65,12.47,293.26,319,High,Stable
C286,Q2,1007.5,665.49,1.51,1.1,4.32,22.59,159.85,359,High,Stable
C273,Q1,3225.45,50.67,4.7,2.7,9.62,23.81,250.1,428,High,Down
C369,Q3,1336.15,839.81,4.15,3.86,-4.7,54.48,187.32,496,High,Up
C062,Q3,4436.13,761.77,3.52,0.99,3.3,45.8,320.46,791,Low,Up
C084,Q2,4483.67,1014.99,0.5,2.41,-3.44,58.47,243.83,803,Low,Up
C368,Q1,1521.57,1394.1,2.15,0.58,8.05,37.95,2.8,546,High,Down
C217,Q4,1188.47,1350.83,2.84,0.65,15.44,18.29,325.02,559,High,Up
C342,Q1,2085.95,1408.33,1.02,2.67,0.16,23.02,211.35,646,Medium,Up
C397,Q3,1240.63,216.02,2.3,1.84,8.19,22.59,171.18,496,High,Down
C187,Q3,3378.3,23.66,3.05,4.3,0.1,22.96,47.53,406,High,Stable
C019,Q1,4139.02,313.87,1.7,3.21,-1.98,42.01,110.57,459,High,Down
C177,Q1,3381.81,1321.64,3.93,2.54,7.77,34.19,112.27,721,Low,Down
C100,Q4,4130.53,1452.49,4.22,2.34,-3.02,26.2,467.72,506,High,Stable
C396,Q4,2015.11,1260.85,1.69,2.74,9.68,13.2,216.54,612,Medium,Up
C445,Q1,823.77,-12.97,4.21,0.68,-4.22,6.22,21.51,731,Low,Up
C233,Q1,3702.86,1410.63,0.61,4.52,-2.33,17.04,69.84,534,High,Stable
C403,Q1,1834.35,519.71,4.2,4.99,8.75,10.91,39.98,626,Medium,Down
C076,Q1,3372.79,-184.17,0.85,1.32,9.79,48.2,294.64,778,Low,Down
C265,Q2,1389.69,552.07,0.51,1.04,-4.28,11.19,93.72,727,Low,Up
C455,Q1,452.09,-121.68,3.24,1.15,9.33,44.83,249.53,399,High,Down
C284,Q4,4963.28,724.59,2.41,3.47,15.96,26.21,185.35,537,High,Down
C206,Q3,823.2,375.54,4.55,3.48,13.06,9.04,402.04,406,High,Up
C223,Q2,4942.68,604.84,1.88,4.32,-1.72,49.7,160.58,663,Medium,Down
C384,Q1,4887.54,842.39,1.51,3.88,9.81,36.88,229.4,792,Low,Up
C052,Q3,3979.4,1276.96,2.55,2.52,11.81,17.97,360.78,342,High,Stable
C339,Q2,3314.14,925.23,2.33,3.26,-4.07,54.21,216.96,372,High,Stable
C367,Q3,2910.14,537.88,1.79,3.6,16.38,7.49,396.71,603,Medium,Stable
C144,Q1,4337.2,1193.03,3.5,2.81,17.66,16.1,331.01,304,High,Stable
C373,Q1,1482.73,1339.49,3.82,2.64,16.26,46.36,205.56,648,Medium,Up
C069,Q4,2365.02,3.59,4.28,3.4,15.62,44.02,252.24,699,Low,Stable
C099,Q1,3115.98,704.29,4.87,3.01,13.62,20.91,483.62,732,Low,Down
C396,Q1,2085.39,283.67,1.41,3.4,10.84,8.41,330.97,406,High,Stable
C025,Q2,2166.06,-120.0,3.61,3.26,11.97,52.19,452.55,416,High,Up
C436,Q4,1684.91,936.53,2.03,3.74,15.16,22.25,89.79,682,Low,Stable
C379,Q2,2842.95,1266.71,3.42,3.39,11.56,15.76,241.88,381,High,Up
C469,Q3,4260.34,76.93,2.43,2.84,3.19,33.38,454.38,709,Low,Up
C484,Q1,1047.57,1181.1,4.97,3.57,4.4,55.06,161.64,369,High,Stable
C053,Q3,4675.44,1250.77,3.67,2.52,17.43,7.4,483.85,686,Low,Stable
C151,Q2,3460.98,1354.38,4.77,1.59,-4.57,47.12,48.99,823,Low,Down
C144,Q1,4125.2,250.98,4.19,0.51,12.47,36.49,451.38,596,Medium,Down
C057,Q1,2803.14,1336.72,4.52,3.02,18.87,28.4,222.88,364,High,Up
C039,Q2,3908.61,345.13,4.09,3.16,12.66,45.92,37.34,477,High,Down
C109,Q2,130.19,738.97,2.35,4.87,19.85,58.12,439.82,307,High,Up
C181,Q2,4100.98,-114.14,1.33,2.13,12.19,17.61,126.34,458,High,Stable
C042,Q2,248.69,-125.4,1.91,2.27,-4.14,12.9,11.61,310,High,Down
C186,Q2,4455.07,1024.63,0.2,1.41,15.68,55.21,68.34,710,Low,Stable
C423,Q1,4960.22,555.62,2.67,0.82,2.12,41.79,329.73,454,High,Down
C398,Q2,1505.63,235.7,2.57,3.98,6.15,29.09,488.92,505,High,Down
C223,Q1,1091.08,123.7,2.67,1.62,2.8,36.53,56.18,414,High,Down
C122,Q1,3838.55,938.92,4.87,3.24,1.71,46.01,231.24,678,Low,Up
C133,Q2,1302.48,-199.32,4.57,3.59,5.79,47.52,90.73,649,Medium,Up
C163,Q2,4334.53,1170.01,0.89,2.62,4.47,55.59,372.65,397,High,Stable
C215,Q4,559.07,-65.28,1.91,4.44,10.83,28.48,59.47,318,High,Up
C221,Q1,673.48,125.53,2.18,2.5,15.33,21.14,120.3,612,Medium,Down
C235,Q2,4896.8,456.6,1.87,1.78,2.43,40.18,98.6,827,Low,Up
C331,Q2,3385.5,624.26,4.01,4.53,0.34,27.87,276.48,744,Low,Up
C146,Q2,4242.09,403.49,2.67,4.38,11.67,37.7,436.66,530,High,Down
C239,Q4,1655.43,345.21,2.9,1.24,11.76,28.1,255.79,658,Medium,Stable
C076,Q4,3398.59,1438.66,4.28,0.62,17.53,13.41,29.59,682,Low,Down
C009,Q3,2991.5,890.69,4.05,0.9,-4.6,30.82,281.91,811,Low,Up
C074,Q1,3035.59,-160.16,0.75,1.79,16.33,43.0,398.86,343,High,Up
C442,Q3,3428.54,531.3,3.6,4.88,8.03,48.96,66.51,664,Medium,Stable
C492,Q2,2898.03,1287.51,2.23,3.01,10.53,32.13,36.82,410,High,Stable
C401,Q4,2173.86,312.48,1.54,2.18,-2.72,14.09,94.31,522,High,Stable
C253,Q4,1415.82,-39.25,0.35,4.5,5.82,27.81,373.17,685,Low,Up
C230,Q3,3854.48,1089.25,2.49,2.54,0.68,48.25,296.04,564,High,Stable
C007,Q4,1170.05,830.22,1.84,1.92,1.36,27.71,270.53,570,High,Stable
C174,Q2,3477.15,769.53,1.33,4.74,7.6,43.31,125.12,511,High,Stable
C141,Q4,1205.0,-108.92,3.5,4.32,15.31,32.9,166.45,795,Low,Up
C168,Q3,3145.38,38.85,3.87,4.3,13.59,18.27,482.96,613,Medium,Stable
C170,Q2,3748.04,858.33,1.3,2.81,9.77,48.79,120.69,686,Low,Down
C393,Q3,1132.63,153.3,0.34,4.05,8.49,9.63,450.87,546,High,Down
C434,Q4,346.72,656.92,4.26,1.31,5.68,33.87,290.48,649,Medium,Down
C283,Q3,698.32,726.3,0.15,3.08,19.32,16.49,62.09,371,High,Stable
C122,Q3,3049.68,281.96,4.69,4.93,9.0,8.69,233.92,595,Medium,Stable
C194,Q1,4254.76,1412.32,3.18,1.81,1.35,32.66,474.3,512,High,Stable
C005,Q4,272.73,1232.19,1.68,4.07,0.75,32.48,209.57,594,Medium,Down
C029,Q4,3684.05,1028.03,1.31,2.71,10.28,43.88,431.76,470,High,Down
C165,Q3,1739.53,-67.41,0.14,0.68,8.07,45.96,128.59,545,High,Down
C422,Q1,2418.72,-19.58,1.25,3.93,-4.81,45.03,285.68,440,High,Up
C339,Q4,4647.85,637.73,0.77,1.26,15.75,27.53,422.0,539,High,Up
C136,Q2,1693.26,73.21,3.1,3.34,12.6,39.74,460.38,610,Medium,Stable
C496,Q3,2353.42,1463.05,0.92,0.89,11.55,36.73,243.17,715,Low,Up
C365,Q4,117.73,69.48,2.69,4.76,-3.28,28.19,320.02,697,Low,Stable
C321,Q2,453.91,628.7,2.99,1.81,4.05,37.85,1.99,321,High,Stable
C342,Q4,1330.03,419.01,1.56,1.52,18.38,57.1,126.99,377,High,Down
C500,Q2,187.87,886.96,0.27,1.08,16.56,15.61,139.72,774,Low,Stable
C145,Q3,3175.31,19.36,0.28,4.76,2.14,54.82,47.2,652,Medium,Down
C327,Q4,2160.67,531.54,0.23,3.7,-1.07,7.94,140.21,670,Low,Up
C217,Q4,2763.32,267.0,3.72,3.84,6.23,21.96,160.9,320,High,Up
C301,Q1,914.5,1309.18,1.66,2.75,3.9,20.85,484.4,806,Low,Stable
C132,Q3,1514.86,-131.0,4.0,2.64,12.06,39.45,334.47,459,High,Stable
C292,Q2,3335.93,1353.34,2.22,1.0,19.16,12.22,213.29,660,Medium,Down
C070,Q4,4828.25,1216.09,2.32,3.02,4.08,53.53,494.03,596,Medium,Up
C252,Q4,299.56,305.87,2.61,1.61,-3.44,50.57,77.04,651,Medium,Up
C415,Q2,4457.4,1141.79,3.59,4.9,17.44,40.86,238.29,479,High,Down
C275,Q3,2905.56,-146.94,1.44,4.08,-4.05,30.21,323.71,771,Low,Down
C445,Q1,2841.4,1443.67,0.7,2.36,18.82,56.31,28.26,694,Low,Down
C364,Q1,2526.38,695.21,2.82,1.18,11.61,50.69,358.64,512,High,Stable
C182,Q4,393.5,315.58,1.7,4.03,18.54,32.46,50.38,829,Low,Stable
C167,Q2,494.89,416.39,2.27,1.05,-0.01,43.6,70.57,694,Low,Up
C091,Q4,3024.51,-87.11,3.27,1.35,-3.98,36.18,80.26,326,High,Up
C202,Q2,1737.74,1481.89,2.52,1.45,7.21,37.34,464.48,748,Low,Stable
C346,Q1,4590.48,-133.2,3.14,3.01,6.27,23.2,341.78,737,Low,Down
C019,Q3,2062.62,913.34,2.77,4.04,3.29,30.41,327.89,584,Medium,Up
C039,Q2,759.24,552.65,3.73,1.91,18.94,9.3,277.97,488,High,Up
C126,Q1,3587.86,1413.16,3.56,0.88,15.56,24.65,146.76,498,High,Stable
C451,Q4,1502.1,218.2,2.72,2.59,11.54,43.27,310.63,401,High,Up
C173,Q2,2651.08,704.55,3.43,3.87,-0.93,57.43,205.37,778,Low,Down
C141,Q3,3504.27,620.01,4.38,1.5,13.36,57.97,73.14,523,High,Down
C242,Q4,4506.31,994.87,2.22,1.49,13.18,35.56,344.95,816,Low,Up
C220,Q4,3971.35,-84.38,2.12,4.76,5.63,38.36,65.23,826,Low,Down
C126,Q1,3397.99,129.44,3.84,4.79,18.12,15.21,95.74,740,Low,Up
C058,Q2,3414.18,164.76,2.95,4.96,-0.83,43.24,408.94,816,Low,Up
C148,Q4,4732.33,1054.86,0.45,4.13,1.68,8.89,330.23,529,High,Up
C476,Q3,1514.33,121.54,4.47,1.35,-3.42,20.66,315.68,413,High,Down
C456,Q2,55.5,774.94,0.25,1.45,14.89,41.76,209.39,815,Low,Stable
C317,Q3,1396.18,165.91,3.77,2.03,10.54,22.07,198.44,483,High,Up
C383,Q4,1128.56,1264.76,3.82,1.93,2.87,7.74,345.29,333,High,Stable
C361,Q3,3326.08,1401.72,4.77,4.8,-0.9,50.75,370.13,595,Medium,Up
C423,Q1,3186.87,681.44,0.37,4.05,-4.0,22.07,255.35,752,Low,Down
C001,Q3,2987.63,398.93,3.02,3.76,-0.83,8.47,484.65,804,Low,Down
C387,Q2,130.41,197.9,2.2,1.34,6.33,9.11,477.87,705,Low,Down
C461,Q3,3657.45,-115.37,1.72,4.59,1.18,18.85,206.51,426,High,Up
C348,Q3,1651.48,256.45,0.54,4.23,1.47,14.79,410.4,441,High,Up
C190,Q1,3342.03,912.2,2.86,1.24,16.89,47.59,271.86,427,High,Down
C191,Q3,2805.06,707.15,2.45,4.42,7.88,22.69,256.12,649,Medium,Up
C369,Q3,1746.52,1404.87,0.61,1.73,13.23,49.26,27.95,823,Low,Stable
C409,Q4,716.15,473.67,3.1,0.86,-4.11,14.56,287.2,762,Low,Up
C312,Q4,517.37,979.57,3.72,3.46,4.13,32.11,450.34,543,High,Down
C417,Q2,4166.02,631.85,3.86,3.44,6.98,42.84,390.18,485,High,Down
C422,Q4,4596.07,671.38,4.54,0.93,-0.34,40.86,393.27,532,High,Down
C117,Q4,3266.45,255.22,2.11,1.93,-2.0,38.06,80.38,813,Low,Stable
C134,Q4,562.0,573.42,4.77,4.97,16.76,55.87,179.55,300,High,Down
C058,Q4,2040.03,600.33,4.34,3.55,18.49,17.57,116.99,538,High,Up
C044,Q1,3658.25,1001.29,1.55,3.79,-3.03,32.15,158.3,354,High,Stable
C173,Q4,3910.11,1399.09,0.88,1.46,3.73,53.62,289.98,794,Low,Up
C160,Q1,635.18,359.85,2.23,0.85,18.96,9.28,182.71,717,Low,Down
C173,Q1,50.15,-128.26,2.07,1.75,-2.92,8.07,280.57,747,Low,Stable
C317,Q4,3575.08,643.7,2.92,1.62,11.09,17.83,219.53,637,Medium,Up
C303,Q3,1815.15,725.58,2.96,1.56,19.31,39.82,143.66,576,High,Down
C149,Q1,1309.68,86.35,3.77,1.37,19.46,19.29,48.15,309,High,Up
C080,Q3,113.84,1092.79,2.6,3.09,6.78,15.46,445.97,640,Medium,Stable
C374,Q3,2724.48,1474.38,0.61,1.98,-0.93,30.23,6.18,403,High,Stable
C213,Q4,4263.2,1407.82,4.31,4.19,0.05,38.75,1.33,644,Medium,Up
C203,Q2,4790.28,135.08,1.62,1.33,17.24,18.67,413.49,669,Medium,Up
C252,Q4,2850.44,1288.12,4.86,2.59,17.79,21.54,498.41,497,High,Down
C229,Q2,2596.58,997.64,0.68,0.56,10.2,38.75,363.69,313,High,Up
C164,Q2,471.03,571.54,4.8,2.67,14.15,57.02,8.13,637,Medium,Up
C227,Q4,2766.92,719.04,0.55,0.75,13.5,42.11,113.73,841,Low,Down
C147,Q4,1930.9,1244.32,1.23,4.9,11.55,48.06,485.93,756,Low,Stable
C020,Q2,3055.32,616.23,0.33,4.06,15.68,25.17,404.4,825,Low,Up
C441,Q4,1974.2,434.45,3.56,2.71,12.14,19.97,283.62,735,Low,Up
C402,Q2,1239.48,638.52,4.27,0.89,8.35,29.98,118.81,665,Medium,Stable
C047,Q3,520.08,784.52,2.23,3.17,0.92,49.39,7.68,700,Low,Up
C233,Q4,1608.85,121.43,4.65,3.91,13.6,30.1,10.92,781,Low,Down
C305,Q3,528.39,1331.54,2.99,1.36,6.84,51.57,306.18,409,High,Down
C014,Q1,925.64,946.12,3.19,3.06,2.37,59.38,11.41,705,Low,Up
C143,Q3,4937.31,876.56,4.24,4.16,15.05,8.96,496.82,608,Medium,Down
C415,Q3,2248.31,-30.86,1.55,3.96,12.42,7.5,92.1,459,High,Down
C001,Q2,2682.77,827.1,1.84,4.11,18.43,13.23,355.5,354,High,Down
C373,Q3,4374.41,5.63,4.54,4.46,-0.86,26.14,77.95,555,High,Down
C054,Q4,4978.07,-66.21,4.51,4.72,11.23,12.21,270.28,833,Low,Stable
C374,Q2,2934.44,696.43,4.88,2.32,1.11,52.89,40.77,721,Low,Down
C259,Q1,4071.75,484.74,4.52,3.06,17.59,6.27,383.51,563,High,Up
C144,Q4,1668.36,800.98,0.72,4.06,-2.51,22.37,292.67,532,High,Up
C471,Q1,1563.43,-48.32,4.14,3.64,11.4,15.16,43.54,532,High,Up
C441,Q3,2043.38,532.67,2.11,4.98,14.78,56.23,424.37,816,Low,Stable
C459,Q4,3378.91,97.14,4.95,0.56,3.87,41.82,273.74,344,High,Stable
C012,Q4,3426.85,1478.07,2.41,2.1,18.85,55.16,460.84,735,Low,Up
C330,Q1,1610.44,753.96,2.81,1.76,16.27,58.48,458.35,634,Medium,Down
C224,Q4,709.39,968.64,2.7,1.68,2.37,32.34,460.29,703,Low,Up
C272,Q4,3180.36,353.21,1.68,1.5,-4.81,17.89,39.35,463,High,Stable
C456,Q4,685.21,-38.94,0.47,3.69,2.42,15.66,60.92,555,High,Up
C358,Q3,2913.54,1458.98,4.49,0.88,2.03,17.26,493.86,365,High,Down
C460,Q1,3482.44,286.64,4.03,3.84,17.25,43.97,244.06,387,High,Up
C408,Q4,3518.03,520.47,0.78,3.62,19.18,7.22,119.49,539,High,Up
C156,Q2,3779.69,904.77,3.91,1.63,-3.24,7.82,384.95,610,Medium,Up
C373,Q2,4370.65,-158.01,3.17,1.64,6.78,38.45,132.51,557,High,Down
C008,Q2,2524.8,1177.44,2.1,3.33,8.71,40.31,363.74,813,Low,Down
C122,Q2,3664.73,712.18,1.34,3.93,-2.68,41.59,418.72,733,Low,Up
C348,Q3,3114.91,272.97,4.31,4.44,4.44,25.45,392.24,428,High,Up
C164,Q4,973.87,-95.27,3.53,4.33,2.93,49.33,137.39,625,Medium,Down
C090,Q1,177.16,76.25,2.78,4.84,8.4,34.35,201.11,316,High,Stable
C136,Q4,1458.48,1321.56,3.09,3.12,11.53,10.8,206.92,641,Medium,Stable
C186,Q3,2243.02,966.24,0.55,4.59,12.59,48.84,245.89,548,High,Stable
C316,Q2,3104.67,224.83,2.42,4.14,-1.58,57.42,84.1,476,High,Up
C178,Q3,4257.3,-88.48,1.05,4.53,15.32,8.3,226.51,656,Medium,Stable
C028,Q4,1021.42,974.05,1.12,0.55,11.96,26.52,255.64,794,Low,Down
C220,Q1,671.47,773.09,3.34,4.85,17.23,31.81,266.09,334,High,Up
C357,Q3,4819.23,487.68,4.57,2.63,6.23,13.06,410.04,706,Low,Down
C041,Q1,584.82,418.14,2.08,4.09,17.35,52.72,258.91,309,High,Up
C228,Q3,2418.53,168.58,1.12,1.07,16.64,20.63,115.78,830,Low,Up
C192,Q1,2948.54,938.34,3.28,2.28,5.96,48.07,331.73,834,Low,Up
C411,Q1,2729.8,1450.14,4.37,1.72,4.53,41.9,398.76,394,High,Up
C447,Q2,475.86,98.72,3.77,1.81,18.32,37.89,160.03,749,Low,Up
C145,Q1,332.28,815.1,4.36,1.05,12.88,15.57,322.83,519,High,Down
C201,Q2,572.14,521.11,2.73,4.13,18.21,17.14,73.9,395,High,Down
C417,Q4,2948.66,559.37,3.78,0.54,14.92,7.6,171.29,680,Low,Stable
C212,Q4,2744.51,232.05,0.79,1.91,10.23,18.24,454.66,506,High,Up
C461,Q2,1207.02,1202.73,1.81,1.28,-2.1,24.0,455.7,545,High,Up
C220,Q2,3206.98,624.93,2.01,3.15,2.29,50.82,287.87,809,Low,Stable
C240,Q3,4109.33,723.79,2.61,1.64,19.22,25.15,351.32,382,High,Down
C413,Q3,255.82,318.09,4.65,1.67,2.99,46.5,427.08,616,Medium,Stable
C397,Q3,2515.74,109.07,4.38,2.7,-2.67,29.17,479.3,404,High,Down
C046,Q4,3462.09,-53.95,0.76,3.44,12.69,48.17,245.2,669,Medium,Down
C035,Q3,1298.94,1014.0,0.95,1.05,13.35,58.69,281.01,479,High,Up
C253,Q1,1573.47,133.6,1.85,1.29,2.14,18.19,208.11,382,High,Stable
C390,Q1,3087.51,973.13,1.52,1.61,2.44,52.43,36.45,831,Low,Up
C082,Q3,4494.78,463.64,3.11,4.88,6.72,39.2,211.69,800,Low,Up
C371,Q1,4059.13,506.82,4.52,2.29,-4.46,49.95,395.42,647,Medium,Down
C256,Q4,2936.49,597.6,4.82,3.2,14.73,40.84,402.54,571,High,Down
C197,Q1,3664.6,425.1,3.3,1.59,2.93,28.32,446.24,630,Medium,Stable
C303,Q4,1855.87,-28.95,4.21,2.71,16.34,17.54,26.21,688,Low,Up
C409,Q2,3222.78,326.37,2.67,0.83,15.07,8.85,263.81,436,High,Down
C450,Q2,2357.6,928.35,1.12,0.66,11.54,34.45,54.16,660,Medium,Down
C010,Q2,990.18,931.83,2.67,2.61,3.12,59.47,100.77,581,Medium,Up
C312,Q2,3523.6,286.58,2.82,2.29,7.91,45.59,450.16,501,High,Stable
C286,Q1,2804.5,582.17,3.74,1.12,6.12,23.0,248.65,830,Low,Down
C242,Q3,1825.18,128.86,1.18,3.59,3.47,50.5,379.39,315,High,Down
C251,Q1,4561.13,157.63,1.9,4.97,16.2,47.29,32.66,413,High,Stable
C365,Q4,153.62,-160.82,1.88,2.28,7.09,20.49,208.7,367,High,Down
C005,Q1,1613.08,1324.47,4.8,3.31,15.82,5.79,337.28,329,High,Stable
C119,Q1,331.56,158.2,2.28,4.83,-2.37,11.5,67.14,818,Low,Stable
C289,Q4,3844.31,186.81,3.8,4.24,-1.47,53.25,163.25,321,High,Down
C374,Q2,3525.43,275.32,3.78,2.59,19.43,51.01,32.74,730,Low,Stable
C065,Q2,1690.19,16.59,1.4,3.82,9.69,21.24,325.84,329,High,Up
C146,Q2,3394.53,886.75,2.9,1.08,7.74,20.69,485.46,709,Low,Stable
C224,Q3,2009.89,-72.26,4.48,2.8,8.08,48.61,413.61,348,High,Up
C239,Q4,3793.46,28.14,2.43,1.76,0.38,56.58,487.32,624,Medium,Stable
C177,Q4,2298.21,896.09,4.73,1.23,12.97,47.85,422.88,787,Low,Down
C267,Q1,2090.78,377.42,1.15,2.42,-2.88,38.31,427.67,597,Medium,Stable
C341,Q3,4676.91,1003.51,0.46,1.09,9.33,18.35,288.8,480,High,Stable
C282,Q2,1291.85,747.62,4.47,3.65,9.27,33.92,259.37,421,High,Down
C063,Q3,646.21,235.24,4.25,2.55,17.85,17.84,203.42,423,High,Down
C217,Q4,2943.49,906.41,4.96,2.89,8.15,49.44,409.14,752,Low,Stable
C342,Q4,4848.14,-2.33,3.43,1.16,-1.57,26.28,91.44,565,High,Up
C315,Q1,1920.3,711.9,4.69,1.13,9.32,50.85,28.58,327,High,Up
C283,Q1,357.08,543.15,4.15,3.13,-2.72,25.99,473.97,558,High,Down
C177,Q4,1729.56,255.39,4.24,4.93,0.09,50.33,2.39,376,High,Down
C461,Q2,2554.36,826.81,2.89,0.93,-4.22,23.33,488.43,731,Low,Up
C417,Q2,851.52,1281.27,1.97,1.79,7.83,29.21,364.56,334,High,Up
C098,Q3,3307.61,1498.14,4.68,4.41,-2.89,38.85,164.59,735,Low,Up
C105,Q4,4988.86,833.2,2.22,0.83,6.73,8.87,349.06,413,High,Up
C099,Q4,2286.11,488.0,2.74,4.44,18.32,57.15,409.03,361,High,Up
C385,Q2,1805.91,182.85,2.29,2.86,12.99,36.55,123.06,351,High,Up
C405,Q2,2033.49,237.06,2.87,2.34,-3.06,32.93,385.56,415,High,Up
C496,Q4,619.97,615.07,2.41,1.89,0.61,51.17,402.28,346,High,Down
C311,Q1,4422.2,424.37,0.34,1.84,11.84,52.62,125.05,737,Low,Up
C006,Q4,2103.39,1353.48,4.42,1.88,17.37,33.72,21.44,711,Low,Stable
C476,Q4,1967.01,426.1,2.28,4.48,-4.18,56.0,102.46,400,High,Down
C465,Q2,3315.47,434.86,2.99,3.76,15.31,8.56,100.72,578,High,Up
C197,Q2,2238.07,452.01,0.78,3.51,9.05,11.23,33.09,406,High,Up
C351,Q1,3258.76,1222.25,0.12,4.09,8.65,37.82,363.14,334,High,Stable
C133,Q1,354.16,906.34,1.3,1.66,18.95,24.47,190.3,658,Medium,Up
C358,Q3,4077.93,844.09,3.55,3.28,13.69,30.53,442.25,301,High,Stable
C259,Q4,4705.49,368.04,0.59,2.57,16.25,23.04,126.46,791,Low,Down
C437,Q2,3261.39,1190.44,4.55,4.02,3.85,27.26,226.89,571,High,Down
C023,Q1,4775.1,-134.78,1.15,1.89,8.86,50.25,319.69,443,High,Stable
C485,Q3,799.59,1280.36,1.1,3.39,10.39,37.64,438.79,734,Low,Down
C053,Q3,2413.21,671.67,0.99,4.47,3.04,59.85,262.55,750,Low,Stable
C165,Q2,3028.94,477.03,0.17,2.31,9.26,48.28,187.08,527,High,Stable
C202,Q2,2929.6,645.18,3.88,0.8,0.92,20.05,433.57,844,Low,Stable
C458,Q3,2037.24,934.61,4.39,2.82,-1.42,19.54,155.47,513,High,Stable
C083,Q1,1723.52,-178.3,3.11,2.06,4.35,23.47,40.17,547,High,Up
C145,Q3,677.78,1281.64,1.02,3.53,13.48,51.38,222.8,707,Low,Up
C085,Q4,1989.13,559.46,1.5,4.78,17.9,6.5,392.65,352,High,Up
C078,Q4,855.17,383.04,2.43,2.69,6.44,17.66,15.88,613,Medium,Stable
C457,Q2,3685.11,35.02,4.78,2.6,11.07,54.77,293.15,673,Low,Up
C366,Q1,1083.71,547.09,1.31,3.45,-2.42,40.19,297.43,336,High,Up
C001,Q1,339.9,643.75,3.69,0.97,17.61,17.48,464.31,823,Low,Stable
C051,Q4,2784.21,486.2,2.25,1.64,9.22,17.05,143.59,383,High,Up
C173,Q3,2996.39,953.72,1.56,4.64,14.51,52.44,139.78,393,High,Down
C205,Q2,4365.97,515.52,2.33,3.51,14.86,54.16,220.52,714,Low,Stable
C260,Q3,2906.06,1434.41,0.45,0.56,1.41,19.09,178.78,641,Medium,Down
C446,Q3,1760.13,818.77,4.01,1.42,8.23,28.13,368.3,849,Low,Down
C449,Q3,4024.91,1172.71,1.29,3.57,19.01,50.9,321.06,720,Low,Down
C369,Q1,2724.38,-14.09,3.65,3.94,-2.76,47.41,379.58,647,Medium,Down
C488,Q4,442.44,475.4,0.43,4.28,12.08,49.77,410.11,427,High,Up
C288,Q1,2850.96,372.64,4.78,1.81,19.06,33.51,461.53,451,High,Down
C034,Q4,4544.69,768.12,1.05,4.69,2.51,55.14,215.75,821,Low,Up
C348,Q2,2011.75,1263.89,4.43,2.99,16.54,22.93,492.36,337,High,Down
C095,Q2,1516.81,-66.83,4.07,3.63,18.34,13.62,108.22,726,Low,Down
C072,Q3,760.17,-76.62,4.84,3.19,13.68,43.98,357.33,404,High,Up
C039,Q4,799.66,1245.54,2.44,1.05,0.78,34.66,267.24,464,High,Down
C154,Q4,2192.22,161.85,3.66,4.83,3.35,52.0,408.54,843,Low,Down
C250,Q4,2998.62,936.88,1.92,1.05,-4.1,9.46,238.65,511,High,Up
C162,Q3,449.05,722.89,1.0,1.65,15.79,51.4,392.08,825,Low,Up
C438,Q3,4700.86,1215.92,2.27,4.16,16.24,21.13,465.12,431,High,Stable
C118,Q2,3787.91,12.65,0.91,3.28,10.82,41.02,366.28,451,High,Stable
C259,Q1,2953.79,20.63,4.91,4.27,3.81,7.21,388.16,395,High,Down
C379,Q4,4150.77,746.59,0.57,2.82,-3.08,38.53,34.05,802,Low,Stable
C306,Q4,446.92,1408.84,2.99,2.2,13.83,44.45,102.88,821,Low,Down
C268,Q1,2410.35,505.5,3.17,4.65,13.16,25.28,487.16,673,Low,Stable
C449,Q4,3168.96,355.8,2.74,0.66,17.82,16.85,346.75,315,High,Up
C054,Q3,4151.83,831.37,3.34,4.35,13.26,34.57,280.94,317,High,Stable
